Chatgaya,Bangla
"আঁর অদ্ধক হাজ শেষ অই গেইয়্যি, বাকি অদ্ধক পরে গইজ্জুম","আমার অর্ধেক কাজ শেষ হয়ে গেছে, বাকি অর্ধেক পরে করব"
"আঁর অদ্ধক হাম শেষ অই গেইয়্যি, বাকি অদ্ধক পরে গইজ্জুম","আমার অর্ধেক কাজ শেষ হয়ে গেছে, বাকি অর্ধেক পরে করব"
"এহন দিনহাল ভালা ন, বাদ্দি বাইর ন অইস","এখন দিনকাল ভালো না, বাইরে বের হবি না"
"এহন দিনহাল গম ন, বাদ্দি বাইর ন অইস","এখন দিনকাল ভালো না, বাইরে বের হবি না"
"এহন দিনহাল ভালা ন, বাইরে বাইর ন অইস","এখন দিনকাল ভালো না, বাইরে বের হবি না"
"বন্ধু, ভাবির আতোর রান্না তো সেই মজা","বন্ধু, ভাবির হাতের রান্না তো সেই মজা"
"তুঁই বৌত জারগো আছো, তোঁয়ারে আত্তুন ভালা লেইজ্ঞি","তুমি অনেক দুষ্টু আছো, তোমাকে আমার ভাল লেগেছে"
"তুঁই বৌত জারগো আছো, তোঁয়ারে আত্তুন গম লেইজ্ঞি","তুমি অনেক দুষ্টু আছো, তোমাকে আমার ভাল লেগেছে"
"এনে হই যাইর এরি, হনে উনে হার হতা","এমনি বলে যাচ্ছি আর কী, কে শোনে কার কথা"
"এনে হই যাইর এরি, হনে উনে হার হথা","এমনি বলে যাচ্ছি আর কী, কে শোনে কার কথা"
ইতে হনডে গেইয়্যি ইয়েন কি তুঁই জানো?,সে কোথায় গেছে সেটা কি তুমি জানো?
বারির হাজ ন গরিলি ম্যাম আইলি বকা দিবু,বাড়ির কাজ না করলে ম্যাম আসলে বকা দেবে
বারির হাম ন গরিলি ম্যাম আইলি বকা দিবু,বাড়ির কাজ না করলে ম্যাম আসলে বকা দেবে
তুর মারে হইস এবার আঁরারে কিছু আম দিতো,তুর মাকে বলিস এবার আমাদেরকে কিছু আম দিতে
বাতাসোর হারনে আম গাছোর আম এগুন বিয়াক উডোনোত পরি গেইয়্যি,বাতাসের কারনে আম গাছের আমগুলো সব উঠানে পড়ে গেছে
"কুরোর টেং এগিন ন আইন্নুন, এগিন রেডি গরন ঝামিলে","মুরগির পাগুলো আনিয়েন না, ওগুলো রেডি করা ঝামেলা"
ইয়াত্তুন হমে বেছিলি আরাত্তুন আর ব্যবসা গরন ন অইবু,এর থেকে কমে বিক্রি করলে আমাদের আর ব্যবসা করা হবে না
সাদা রঙুর পাঞ্জাবিত উধো দাগ লাগি যায়,সাদা রঙের পাঞ্জাবিতে শুধু দাগ লেগে যায়
