Bangla,Chatgaya
সাথে এটাও নিয়ে যাও,ওয়ারে ইবেও লই যো
সাথে এটাও নিয়ে যাও,ফুয়ারে ইবেও লই যো
"বাইরে যা ইচ্ছা কর, কিন্তু ঘরে অশান্তি করা যাবে না","বাইরে যেল্লেত ইচ্ছে গর, কিন্তু ঘরোত অশান্তি গরন যাইতু ন"
"বাইরে যা ইচ্ছা কর, কিন্তু ঘরে অশান্তি করা যাবে না","বাদ্দি যেল্লেত ইচ্ছে গর, কিন্তু ঘরোত অশান্তি গরন যাইতু ন"
"নাদিম কাপড় ধুতে গেছে, সে একটু পরে আসবে","নাদিম হর ধুইতো গেইয়্যি, ইতে এক্কানা পরে আইবু"
"নাদিম কাপড় ধুতে গেছে, সে একটু পরে আসবে","নাদিম হর ধুইতো গেইয়্যি, ইতে ইক্কিনি পরে আইবু"
কাপড়টা তো ধোয়ার পরে রঙ উঠে যাবে,হর ইবে তো ধোঅনুর পরে রঙ উডি যাইবু
"বাবা, স্যার বললেন স্কুলের বেতন আজ দিয়ে দিতে","আব্বু, স্যার হইয়্যিল স্কুলুর বেতন আজিয়ে দি দিতো"
"স্যার, একটু শুনুন, আমার একটা জরুরি কথা বলার ছিল","স্যার, এক্কানা উনন, আঁর এক্কান জরুরি হতা হইবের আছিল"
"স্যার, একটু শুনুন, আমার একটা জরুরি কথা বলার ছিল","স্যার, ইক্কিনি উনন, আঁর এক্কান জরুরি হতা হইবের আছিল"
"স্যার, একটু শুনুন, আমার একটা জরুরি কথা বলার ছিল","স্যার, এক্কানা উনন, আঁর এক্কান জরুরি হথা হইবের আছিল"
গাধার মতো সারাদিন না খেটে একটু চালাকি করলে কাজটা অনেক আগেই শেষ হয়ে যেত,গাধার মতন আরাদিন ন হাডি এক্কানা চালাকি গরিলি হাজ ইয়েন বত আগেই শেষ অই যাইতু
গাধার মতো সারাদিন না খেটে একটু চালাকি করলে কাজটা অনেক আগেই শেষ হয়ে যেত,গাধার মতন আরাদিন ন হাডি ইক্কিনি চালাকি গরিলি হাজ ইয়েন বত আগেই শেষ অই যাইতু
গাধার মতো সারাদিন না খেটে একটু চালাকি করলে কাজটা অনেক আগেই শেষ হয়ে যেত,গাধার মতন আরাদিন ন হাডি এক্কানা চালাকি গরিলি হাম ইয়েন বত আগেই শেষ অই যাইতু
গাধার মতো সারাদিন না খেটে একটু চালাকি করলে কাজটা অনেক আগেই শেষ হয়ে যেত,গাধার মতন ফুরোদিন ন হাডি এক্কানা চালাকি গরিলি হাজ ইয়েন বত আগেই শেষ অই যাইতু
কোনো সমস্যা হয়েছে? তোমাকে দেখে চিন্তিত মনে হচ্ছে,হনো সমস্যা অইয়্যি? তোঁয়ারে দেহি চিন্তিত মনে অর
